,Unnamed: 0,Reglbrev_id,Stycke-id,RegleringsbrevÅr,Mening innan,Kontext,Departement,Beslutnamn,UO,UOnamn,Anslag,Anslagsår,Anslagnamn,Anslagspost,Anslagspostnamn,Delpost,Delpostnamn,UtskriftNomenklatur,Myndighet,Belopp,text,label,Sammanfoga,Uppdelad,Unnamed: 24
399,69192,2911,49257,2007,,"Bohusläns föreningsarkiv, Dalarnas folkrörelsearkiv, Folkrörelsearkivet för Uppsala län, Folkrörelsearkivet Blekinge, Folkrörelsearkivet i Västerbotten, Folkrörelsearkivet Västernorrland, Folkrörelsernas arkiv för Värmland, Arkiv Gävleborg, Folkrörelsernas arkiv i Norrbotten, Föreningsarkivet i Jämtlands län, Folkrörelsernas arkiv i Örebro län, Föreningsarkiven i Stockholms län, Föreningsarkivet Sörmland, Hallands Arkivförbund, Jönköpings läns folkrörelsearkiv, Kalmar läns Arkivförbund, Kronobergsarkivet, Skaraborgs läns folkrörelsearkiv, Skånes arkivförbund, Arkiv Västmanland, Älvsborgs läns föreningsarkiv och Östergötlands Arkivförbund (ÖLFA).",Kulturdepartementet,Myndighet Riksarkivet,17,"Kultur, medier, trossamfund och fritid",17 28 22,2007,Bidrag till regional arkivverksamhet,1,Bidrag till regional arkivverksamhet,,,28:22 ap.1,Riksarkivet,6110000,"Bohusläns föreningsarkiv, Dalarnas folkrörelsearkiv, Folkrörelsearkivet för Uppsala län, Folkrörelsearkivet Blekinge, Folkrörelsearkivet i Västerbotten, Folkrörelsearkivet Västernorrland, Folkrörelsernas arkiv för Värmland, Arkiv Gävleborg, Folkrörelsernas arkiv i Norrbotten, Föreningsarkivet i Jämtlands län, Folkrörelsernas arkiv i Örebro län, Föreningsarkiven i Stockholms län, Föreningsarkivet Sörmland, Hallands Arkivförbund, Jönköpings läns folkrörelsearkiv, Kalmar läns Arkivförbund, Kronobergsarkivet, Skaraborgs läns folkrörelsearkiv, Skånes arkivförbund, Arkiv Västmanland, Älvsborgs läns föreningsarkiv och Östergötlands Arkivförbund (ÖLFA).",2,,,
400,48551,1896,32529,2012,,Medlen utbetalas i enlighet med de beslut som Regeringskansliet (Utrikesdepartementet) fattar. Sida ansvarar inte för medlens fördelning eller uppföljning mot nedanstående villkor.,Utrikesdepartementet,Myndighet Styrelsen för internationellt utvecklingssamarbete,7,Internationellt bistånd,07 01 001,2012,Biståndsverksamhet,35,FN:s ekonomiska och sociala verksamhet,2.0,Övrigt stöd till FN-relaterad verksamhet,1:1 ap.35.2,Styrelsen för internationellt utvecklingssamarbete,25000000,Medlen utbetalas i enlighet med de beslut som Regeringskansliet (Utrikesdepartementet) fattar.,0,,,
401,48552,1896,32529,2012,,Medlen utbetalas i enlighet med de beslut som Regeringskansliet (Utrikesdepartementet) fattar. Sida ansvarar inte för medlens fördelning eller uppföljning mot nedanstående villkor.,Utrikesdepartementet,Myndighet Styrelsen för internationellt utvecklingssamarbete,7,Internationellt bistånd,07 01 001,2012,Biståndsverksamhet,35,FN:s ekonomiska och sociala verksamhet,2.0,Övrigt stöd till FN-relaterad verksamhet,1:1 ap.35.2,Styrelsen för internationellt utvecklingssamarbete,25000000,Sida ansvarar inte för medlens fördelning eller uppföljning mot nedanstående villkor.,0,,,
402,28660,970,19515,2017,,Medel under anslagsposten ska användas för åtgärder för unga som varken arbetar eller studerar.,Utbildningsdepartementet,Myndighet Myndigheten för ungdoms- och civilsamhällesfrågor,17,"Kultur, medier, trossamfund och fritid",17 12 003,2017,Särskilda insatser inom ungdomspolitiken,3,MUCF Unga som varken arbetar eller studerar,,,12:3 ap.3,Myndigheten för ungdoms- och civilsamhällesfrågor,22000000,Medel under anslagsposten ska användas för åtgärder för unga som varken arbetar eller studerar.,0,,,
403,20611,691,13944,2019,För genomförandet av tidigare beslutade uppdrag till Tillväxtverket:,"<ul>  <li>Uppdrag att samordna arbetet med att inrätta regionala exportcentra (UD2015/08173/FIM)</li>  <li>Uppdrag att utveckla verksamt.se med export- och internationaliseringsinformation (UD2016/02749/FIM)</li>  </ul>  Uppdraget att inrätta regionala exportcentra utökades 2018 med målet att regionala exportcentra ska inrättas i alla svenska län och regioner. För detta får högst 11 000 000 kronor användas under 2019. Detta uppdrag ska samordnas med uppdraget om att utveckla verksamt.se för vilket högst 3 000 000 kronor får användas under 2019. Tillväxtverket ska senast den 28 december 2019, i samråd med Regeringskansliet (Utrikesdepartementet), redovisa genomförandet av uppdragen.",Utrikesdepartementet,Anslag 24 02 003 och 24 02 004,24,Näringsliv,24 02 003,2019,Exportfrämjande verksamhet,10,Uppdrag enligt regerings exportstrategi,,,2:3 ap.10,Tillväxtverket,14500000,För genomförandet av tidigare beslutade uppdrag till Tillväxtverke Uppdrag att samordna arbetet med att inrätta regionala exportcentra (UD2015/08173/FIM) .,0,,,
404,20612,691,13944,2019,För genomförandet av tidigare beslutade uppdrag till Tillväxtverket:,"<ul>  <li>Uppdrag att samordna arbetet med att inrätta regionala exportcentra (UD2015/08173/FIM)</li>  <li>Uppdrag att utveckla verksamt.se med export- och internationaliseringsinformation (UD2016/02749/FIM)</li>  </ul>  Uppdraget att inrätta regionala exportcentra utökades 2018 med målet att regionala exportcentra ska inrättas i alla svenska län och regioner. För detta får högst 11 000 000 kronor användas under 2019. Detta uppdrag ska samordnas med uppdraget om att utveckla verksamt.se för vilket högst 3 000 000 kronor får användas under 2019. Tillväxtverket ska senast den 28 december 2019, i samråd med Regeringskansliet (Utrikesdepartementet), redovisa genomförandet av uppdragen.",Utrikesdepartementet,Anslag 24 02 003 och 24 02 004,24,Näringsliv,24 02 003,2019,Exportfrämjande verksamhet,10,Uppdrag enligt regerings exportstrategi,,,2:3 ap.10,Tillväxtverket,14500000,För genomförandet av tidigare beslutade uppdrag till Tillväxtverke Uppdrag att utveckla verksamt.se med export- och internationaliseringsinformation (UD2016/02749/FIM) .,0,,,
405,20613,691,13944,2019,,"<ul>  <li>Uppdrag att samordna arbetet med att inrätta regionala exportcentra (UD2015/08173/FIM)</li>  <li>Uppdrag att utveckla verksamt.se med export- och internationaliseringsinformation (UD2016/02749/FIM)</li>  </ul>  Uppdraget att inrätta regionala exportcentra utökades 2018 med målet att regionala exportcentra ska inrättas i alla svenska län och regioner. För detta får högst 11 000 000 kronor användas under 2019. Detta uppdrag ska samordnas med uppdraget om att utveckla verksamt.se för vilket högst 3 000 000 kronor får användas under 2019. Tillväxtverket ska senast den 28 december 2019, i samråd med Regeringskansliet (Utrikesdepartementet), redovisa genomförandet av uppdragen.",Utrikesdepartementet,Anslag 24 02 003 och 24 02 004,24,Näringsliv,24 02 003,2019,Exportfrämjande verksamhet,10,Uppdrag enligt regerings exportstrategi,,,2:3 ap.10,Tillväxtverket,14500000,Uppdraget att inrätta regionala exportcentra utökades 2018 med målet att regionala exportcentra ska inrättas i alla svenska län och regioner.,0,,,
406,20614,691,13944,2019,,"<ul>  <li>Uppdrag att samordna arbetet med att inrätta regionala exportcentra (UD2015/08173/FIM)</li>  <li>Uppdrag att utveckla verksamt.se med export- och internationaliseringsinformation (UD2016/02749/FIM)</li>  </ul>  Uppdraget att inrätta regionala exportcentra utökades 2018 med målet att regionala exportcentra ska inrättas i alla svenska län och regioner. För detta får högst 11 000 000 kronor användas under 2019. Detta uppdrag ska samordnas med uppdraget om att utveckla verksamt.se för vilket högst 3 000 000 kronor får användas under 2019. Tillväxtverket ska senast den 28 december 2019, i samråd med Regeringskansliet (Utrikesdepartementet), redovisa genomförandet av uppdragen.",Utrikesdepartementet,Anslag 24 02 003 och 24 02 004,24,Näringsliv,24 02 003,2019,Exportfrämjande verksamhet,10,Uppdrag enligt regerings exportstrategi,,,2:3 ap.10,Tillväxtverket,14500000,För detta får högst 11 000 000 kronor användas under 2019.,0,,,
407,20615,691,13944,2019,,"<ul>  <li>Uppdrag att samordna arbetet med att inrätta regionala exportcentra (UD2015/08173/FIM)</li>  <li>Uppdrag att utveckla verksamt.se med export- och internationaliseringsinformation (UD2016/02749/FIM)</li>  </ul>  Uppdraget att inrätta regionala exportcentra utökades 2018 med målet att regionala exportcentra ska inrättas i alla svenska län och regioner. För detta får högst 11 000 000 kronor användas under 2019. Detta uppdrag ska samordnas med uppdraget om att utveckla verksamt.se för vilket högst 3 000 000 kronor får användas under 2019. Tillväxtverket ska senast den 28 december 2019, i samråd med Regeringskansliet (Utrikesdepartementet), redovisa genomförandet av uppdragen.",Utrikesdepartementet,Anslag 24 02 003 och 24 02 004,24,Näringsliv,24 02 003,2019,Exportfrämjande verksamhet,10,Uppdrag enligt regerings exportstrategi,,,2:3 ap.10,Tillväxtverket,14500000,Detta uppdrag ska samordnas med uppdraget om att utveckla verksamt.se för vilket högst 3 000 000 kronor får användas under 2019.,0,,,
408,20616,691,13944,2019,,"<ul>  <li>Uppdrag att samordna arbetet med att inrätta regionala exportcentra (UD2015/08173/FIM)</li>  <li>Uppdrag att utveckla verksamt.se med export- och internationaliseringsinformation (UD2016/02749/FIM)</li>  </ul>  Uppdraget att inrätta regionala exportcentra utökades 2018 med målet att regionala exportcentra ska inrättas i alla svenska län och regioner. För detta får högst 11 000 000 kronor användas under 2019. Detta uppdrag ska samordnas med uppdraget om att utveckla verksamt.se för vilket högst 3 000 000 kronor får användas under 2019. Tillväxtverket ska senast den 28 december 2019, i samråd med Regeringskansliet (Utrikesdepartementet), redovisa genomförandet av uppdragen.",Utrikesdepartementet,Anslag 24 02 003 och 24 02 004,24,Näringsliv,24 02 003,2019,Exportfrämjande verksamhet,10,Uppdrag enligt regerings exportstrategi,,,2:3 ap.10,Tillväxtverket,14500000,"Tillväxtverket ska senast den 28 december 2019, i samråd med Regeringskansliet (Utrikesdepartementet), redovisa genomförandet av uppdragen.",0,,,
409,42242,1628,28323,2014,,"I anslaget har beräknats medel för restaurering, arkivering och arkivförvaltning av kulturhistorisk, försvarsanknuten film till ett belopp av 464 000 kronor. Medlen utbetalas till föreningen Armé-, Marin- och Flygfilm.",Kulturdepartementet,Myndighet Riksarkivet,17,"Kultur, medier, trossamfund och fritid",17 06 001,2014,Riksarkivet,1,Riksarkivet ,,,6:1 ap.1,Riksarkivet,356359000,"I anslaget har beräknats medel för restaurering, arkivering och arkivförvaltning av kulturhistorisk, försvarsanknuten film till ett belopp av 464 000 kronor.",0,,,
410,42243,1628,28323,2014,,"I anslaget har beräknats medel för restaurering, arkivering och arkivförvaltning av kulturhistorisk, försvarsanknuten film till ett belopp av 464 000 kronor. Medlen utbetalas till föreningen Armé-, Marin- och Flygfilm.",Kulturdepartementet,Myndighet Riksarkivet,17,"Kultur, medier, trossamfund och fritid",17 06 001,2014,Riksarkivet,1,Riksarkivet ,,,6:1 ap.1,Riksarkivet,356359000,"Medlen utbetalas till föreningen Armé-, Marin- och Flygfilm.",0,,,
411,76494,3249,55834,2005,,Verksamhetsstöd till Nordiska Scenografiskolan i Skellefteå utbetalas efter särskilt beslut av regeringen.,Utbildnings- och kulturdepartementet,Anslag 25:15 och 25:17,16,Utbildning och universitetsforskning,16 25 15,2005,Bidrag till viss verksamhet inom vuxenutbildning,2,Särskilt verksamhetsstöd till vissa utbildningar,,,25:15 ap.2,Statens skolverk,8228000,Verksamhetsstöd till Nordiska Scenografiskolan i Skellefteå utbetalas efter särskilt beslut av regeringen.,0,,,
412,31051,1189,21191,2016,,"Medlen får även användas för att finansiera kortare insatser, uppdrag eller särskilda projekt i fält. Deltagande i dessa insatser ska ske i samråd med Regeringskansliet (Utrikesdepartementet).",Utrikesdepartementet,Anslag 07 01 001,7,Internationellt bistånd,07 01 001,2016,Biståndsverksamhet,12,Internationell civil krishantering - del till Polismyndigheten,,,1:1 ap.12,Polismyndigheten,177000000,"Medlen får även användas för att finansiera kortare insatser, uppdrag eller särskilda projekt i fält.",0,,,
413,31052,1189,21191,2016,,"Medlen får även användas för att finansiera kortare insatser, uppdrag eller särskilda projekt i fält. Deltagande i dessa insatser ska ske i samråd med Regeringskansliet (Utrikesdepartementet).",Utrikesdepartementet,Anslag 07 01 001,7,Internationellt bistånd,07 01 001,2016,Biståndsverksamhet,12,Internationell civil krishantering - del till Polismyndigheten,,,1:1 ap.12,Polismyndigheten,177000000,Deltagande i dessa insatser ska ske i samråd med Regeringskansliet (Utrikesdepartementet).,0,,,
414,63253,2638,43945,2008,,"- 18 § förordningen (1992:289) om särskild personutredning i brottmål, m.m.",Justitiedepartementet,Myndighet Sveriges Domstolar,4,Rättsväsendet,04 04 12,2008,Rättsliga biträden m.m.,1,Rättsliga biträden m.m.,,,4:12 ap.1,Domstolsverket,1225657000,"- 18 § förordningen (1992:289) om särskild personutredning i brottmål, m.m.",2,,,
415,26195,1029,17901,2017,,Anslagsposten disponeras av Försvarets materielverk för att bedriva verksamhet inom teknik- och materielförsörjning till stöd till regeringen. Inom ovan nämnda område får anslaget användas till Försvarets materielverks förvaltningskostnader.,Försvarsdepartementet,Myndighet Försvarets materielverk,6,Försvar och samhällets krisberedskap,06 01 011,2017,"Internationella materielsamarbeten, industrifrågor m.m.",1,Internationella materielsamarbeten och industrifrågor m.m.,,,1:11 ap.1,Försvarets materielverk,47154000,Anslagsposten disponeras av Försvarets materielverk för att bedriva verksamhet inom teknik- och materielförsörjning till stöd till regeringen.,0,,,
416,26196,1029,17901,2017,,Anslagsposten disponeras av Försvarets materielverk för att bedriva verksamhet inom teknik- och materielförsörjning till stöd till regeringen. Inom ovan nämnda område får anslaget användas till Försvarets materielverks förvaltningskostnader.,Försvarsdepartementet,Myndighet Försvarets materielverk,6,Försvar och samhällets krisberedskap,06 01 011,2017,"Internationella materielsamarbeten, industrifrågor m.m.",1,Internationella materielsamarbeten och industrifrågor m.m.,,,1:11 ap.1,Försvarets materielverk,47154000,Inom ovan nämnda område får anslaget användas till Försvarets materielverks förvaltningskostnader.,0,,,
417,59063,2405,40344,2010,,"Därutöver får resterande medel inom ramen för det särskilda stödet fördelas med ett lika belopp per jordbruksföretag anslutna till kvalitetscertifieringssystem. Certifieringen ska, för att berättiga till ersättning, utföras av ett ackrediterat certifieringsorgan.",Jordbruksdepartementet,Myndighet Statens jordbruksverk,23,"Areella näringar, landsbygd och livsmedel",23 01 011,2010,Gårdsstöd och djurbidrag m.m.,1,Gårdsstöd och djurbidrag m.m.,,,1:11 ap.1,Statens jordbruksverk,8149757000,Därutöver får resterande medel inom ramen för det särskilda stödet fördelas med ett lika belopp per jordbruksföretag anslutna till kvalitetscertifieringssystem.,0,,,
